customerid,category,country,industry,month,billedamount
344,Company,Sweden,Engineering,2015-5,3368
597,Individual,South Africa,Accounting,2015-5,3113
358,Company,Japan,Research and Development,2015-5,17334
552,Individual,China,Human Resources,2015-5,14979
1,Individual,Indonesia,Engineering,2015-5,11990
566,Individual,Peru,Legal,2015-5,7202
342,Individual,China,Services,2015-5,19736
879,Company,China,Human Resources,2015-5,13704
824,Individual,China,Legal,2015-5,8856
150,Company,Vietnam,Training,2015-5,8046
244,Individual,China,Services,2015-5,1965
716,Individual,Argentina,Business Development,2015-5,415
482,Individual,Philippines,Engineering,2015-5,9105
291,Individual,Ecuador,Legal,2015-5,5198
736,Company,Brazil,Research and Development,2015-5,13255
62,Company,France,Product Management,2015-5,7230
102,Individual,Russia,Business Development,2015-5,10750
553,Company,Belarus,Accounting,2015-5,15556
262,Individual,United States,Human Resources,2015-5,14158
44,Individual,Paraguay,Human Resources,2015-5,15429
483,Company,Philippines,Engineering,2015-5,19218
742,Individual,China,Services,2015-5,3541
263,Company,United States,Engineering,2015-5,16670
448,Individual,Poland,Business Development,2015-5,14624
484,Company,China,Engineering,2015-5,16680
550,Company,Philippines,Engineering,2015-5,8270
567,Company,Vietnam,Human Resources,2015-5,5914
720,Company,China,Research and Development,2015-5,5258
195,Company,United States,Product Management,2015-5,7752
74,Company,Haiti,Business Development,2015-5,14014
256,Company,Indonesia,Research and Development,2015-5,3938
49,Company,China,Sales,2015-5,10484
861,Company,Indonesia,Business Development,2015-5,6183
551,Individual,Russia,Business Development,2015-5,10000
355,Individual,Indonesia,Support,2015-5,17805
867,Company,Thailand,Accounting,2015-5,9872
47,Company,United States,Training,2015-5,8436
825,Company,Brazil,Support,2015-5,10926
817,Individual,Honduras,Research and Development,2015-5,10868
471,Individual,Portugal,Services,2015-5,10182
968,Individual,Thailand,Services,2015-5,16836
286,Company,China,Training,2015-5,19636
475,Company,Portugal,Accounting,2015-5,13888
250,Individual,Central African Republic,Product Management,2015-5,17452
925,Individual,Canada,Support,2015-5,11798
242,Individual,China,Marketing,2015-5,15362
302,Company,Japan,Human Resources,2015-5,6623
95,Individual,Sri Lanka,Services,2015-5,4119
525,Individual,China,Training,2015-5,17516
503,Individual,Yemen,Support,2015-5,6949
455,Individual,Guatemala,Marketing,2015-5,11124
592,Company,Philippines,Training,2015-5,5781
26,Individual,China,Product Management,2015-5,12652
727,Company,Cameroon,Engineering,2015-5,4733
452,Individual,Indonesia,Sales,2015-5,13873
585,Individual,Brazil,Support,2015-5,10858
456,Individual,China,Research and Development,2015-5,13882
303,Individual,Tanzania,Marketing,2015-5,18808
583,Company,Georgia,Marketing,2015-5,14643
741,Company,China,Services,2015-5,1805
144,Individual,Uzbekistan,Human Resources,2015-5,15374
963,Company,China,Support,2015-5,15254
839,Individual,Russia,Services,2015-5,666
506,Individual,Indonesia,Business Development,2015-5,9762
130,Company,Peru,Human Resources,2015-5,14222
732,Company,Sri Lanka,Legal,2015-5,3961
521,Individual,Nigeria,Support,2015-5,14304
45,Individual,Colombia,Accounting,2015-5,12319
189,Individual,Indonesia,Services,2015-5,17895
877,Individual,Brazil,Engineering,2015-5,19025
129,Individual,Vietnam,Engineering,2015-5,2717
602,Individual,China,Human Resources,2015-5,16971
841,Company,Peru,Accounting,2015-5,15183
502,Individual,Ukraine,Legal,2015-5,18464
54,Individual,China,Services,2015-5,18517
601,Individual,Nigeria,Training,2015-5,11222
964,Individual,Brazil,Training,2015-5,1252
460,Individual,Ethiopia,Support,2015-5,7076
939,Company,Russia,Support,2015-5,16069
300,Company,Thailand,Sales,2015-5,12369
582,Individual,Poland,Marketing,2015-5,539
799,Company,Sweden,Engineering,2015-5,16595
589,Company,Philippines,Research and Development,2015-5,16668
515,Individual,Brazil,Legal,2015-5,5120
518,Individual,Sri Lanka,Training,2015-5,11419
508,Company,Peru,Engineering,2015-5,2595
932,Company,Mongolia,Training,2015-5,9388
273,Company,China,Engineering,2015-5,8744
246,Individual,China,Research and Development,2015-5,3609
73,Company,Morocco,Product Management,2015-5,947
838,Individual,Russia,Human Resources,2015-5,17933
106,Company,Bulgaria,Product Management,2015-5,2771
808,Company,China,Legal,2015-5,981
881,Individual,Costa Rica,Training,2015-5,10733
526,Company,China,Legal,2015-5,5052
989,Company,Bulgaria,Support,2015-5,17965
706,Company,Portugal,Marketing,2015-5,9732
301,Company,China,Training,2015-5,6941
446,Individual,Indonesia,Sales,2015-5,8813
588,Company,France,Product Management,2015-5,13038
847,Individual,Philippines,Research and Development,2015-5,7159
306,Company,Sweden,Services,2015-5,8711
584,Company,Canada,Research and Development,2015-5,18952
280,Company,Indonesia,Marketing,2015-5,1891
346,Company,Indonesia,Sales,2015-5,10965
509,Company,Kenya,Training,2015-5,12271
523,Company,China,Business Development,2015-5,4702
248,Company,Philippines,Marketing,2015-5,5152
522,Company,Indonesia,Engineering,2015-5,15673
282,Company,Japan,Human Resources,2015-5,7917
505,Individual,France,Business Development,2015-5,11433
363,Individual,China,Product Management,2015-5,1631
109,Individual,Portugal,Business Development,2015-5,16495
710,Individual,Czech Republic,Human Resources,2015-5,3516
729,Individual,Norway,Product Management,2015-5,2772
517,Company,Bosnia and Herzegovina,Human Resources,2015-5,624
365,Individual,Ivory Coast,Support,2015-5,3337
840,Individual,Philippines,Product Management,2015-5,10229
807,Company,Portugal,Product Management,2015-5,6285
158,Company,Brunei,Research and Development,2015-5,3507
958,Company,Indonesia,Sales,2015-5,11326
510,Individual,Portugal,Support,2015-5,8306
798,Company,Egypt,Training,2015-5,12342
990,Company,American Samoa,Business Development,2015-5,12754
458,Company,Iran,Support,2015-5,17579
711,Individual,Serbia,Support,2015-5,10019
348,Company,Sweden,Services,2015-5,15809
524,Company,China,Sales,2015-5,8845
277,Individual,Bulgaria,Legal,2015-5,123
157,Individual,Indonesia,Business Development,2015-5,11148
924,Company,Armenia,Marketing,2015-5,19255
55,Individual,China,Engineering,2015-5,14306
587,Individual,China,Sales,2015-5,14126
275,Company,Indonesia,Engineering,2015-5,6036
850,Company,Brazil,Training,2015-5,15623
504,Company,United States,Research and Development,2015-5,17246
805,Company,China,Services,2015-5,1361
141,Individual,Spain,Marketing,2015-5,14838
249,Company,China,Human Resources,2015-5,15197
516,Company,Argentina,Legal,2015-5,12140
459,Individual,Costa Rica,Product Management,2015-5,10336
349,Company,Uzbekistan,Engineering,2015-5,5502
980,Company,Sweden,Business Development,2015-5,10514
942,Individual,Indonesia,Services,2015-5,13508
274,Individual,Ukraine,Accounting,2015-5,9076
11,Individual,Myanmar,Training,2015-5,10518
874,Individual,China,Research and Development,2015-5,976
843,Company,China,Services,2015-5,6638
140,Company,Poland,Training,2015-5,10216
75,Company,Russia,Accounting,2015-5,19105
52,Individual,Moldova,Legal,2015-5,5913
849,Company,Portugal,Legal,2015-5,17398
590,Company,China,Human Resources,2015-5,9278
191,Company,Indonesia,Accounting,2015-5,14105
500,Individual,China,Accounting,2015-5,4254
580,Individual,Madagascar,Research and Development,2015-5,11824
519,Individual,Indonesia,Human Resources,2015-5,19829
457,Individual,Canada,Research and Development,2015-5,6066
806,Company,China,Legal,2015-5,16460
127,Company,Sweden,Product Management,2015-5,18871
461,Individual,Indonesia,Engineering,2015-5,16420
529,Company,Russia,Services,2015-5,8099
520,Individual,Indonesia,Training,2015-5,17975
281,Company,Brazil,Business Development,2015-5,14697
7,Individual,China,Legal,2015-5,8293
279,Company,Palestinian Territory,Support,2015-5,11209
852,Company,China,Product Management,2015-5,1499
931,Individual,Bosnia and Herzegovina,Research and Development,2015-5,3652
283,Company,China,Accounting,2015-5,14761
272,Individual,Czech Republic,Marketing,2015-5,13826
454,Individual,Peru,Product Management,2015-5,1427
101,Individual,Iran,Legal,2015-5,5724
600,Individual,Sweden,Sales,2015-5,6765
848,Company,Russia,Sales,2015-5,10863
846,Company,France,Research and Development,2015-5,16033
94,Company,Russia,Product Management,2015-5,6304
586,Company,China,Product Management,2015-5,7955
513,Company,Indonesia,Training,2015-5,2314
84,Company,France,Legal,2015-5,19424
143,Company,Peru,Engineering,2015-5,18958
995,Company,Mauritius,Legal,2015-5,3481
975,Individual,Argentina,Legal,2015-5,16809
996,Company,Indonesia,Legal,2015-5,1767
53,Company,China,Services,2015-5,14483
340,Individual,China,Support,2015-5,654
304,Individual,China,Accounting,2015-5,6203
712,Company,Indonesia,Sales,2015-5,9293
530,Individual,China,Engineering,2015-5,10043
845,Individual,Brazil,Business Development,2015-5,16954
139,Individual,United States,Sales,2015-5,4172
507,Individual,Russia,Engineering,2015-5,2247
83,Individual,China,Research and Development,2015-5,1386
445,Company,Cameroon,Business Development,2015-5,2333
923,Individual,Canada,Research and Development,2015-5,7844
810,Individual,China,Human Resources,2015-5,19730
709,Company,Lebanon,Business Development,2015-5,6829
836,Company,Yemen,Services,2015-5,6321
991,Company,Poland,Marketing,2015-5,2634
804,Company,China,Human Resources,2015-5,346
512,Company,Russia,Sales,2015-5,2915
962,Individual,Czech Republic,Legal,2015-5,90
8,Individual,Brazil,Engineering,2015-5,5352
276,Company,Poland,Sales,2015-5,8145
362,Company,Russia,Human Resources,2015-5,11122
190,Company,China,Human Resources,2015-5,14719
514,Individual,Somalia,Legal,2015-5,3421
876,Company,Cape Verde,Services,2015-5,4105
875,Individual,China,Engineering,2015-5,10945
581,Company,Indonesia,Support,2015-5,4581
527,Individual,Canada,Research and Development,2015-5,9913
842,Individual,Djibouti,Sales,2015-5,18578
591,Individual,China,Support,2015-5,18280
511,Individual,Armenia,Legal,2015-5,11991
197,Company,Morocco,Product Management,2015-5,19064
350,Individual,Brazil,Sales,2015-5,2525
726,Company,China,Product Management,2015-5,1668
247,Individual,Brazil,Human Resources,2015-5,4101
99,Individual,Ethiopia,Product Management,2015-5,15811
198,Company,China,Services,2015-5,19096
453,Company,Madagascar,Human Resources,2015-5,1422
142,Individual,China,Services,2015-5,10391
347,Company,Latvia,Support,2015-5,10862
731,Individual,Indonesia,Support,2015-5,19800
145,Individual,Bosnia and Herzegovina,Product Management,2015-5,18150
728,Individual,Kyrgyzstan,Accounting,2015-5,9061
188,Company,Russia,Product Management,2015-5,487
837,Company,China,Human Resources,2015-5,15728
528,Company,Indonesia,Support,2015-5,18960
851,Company,Philippines,Sales,2015-5,18628
361,Company,Sri Lanka,Research and Development,2015-5,1035
873,Company,Canada,Human Resources,2015-5,9503
730,Individual,China,Marketing,2015-5,17105
844,Individual,Ukraine,Support,2015-5,2861
81,Company,Saudi Arabia,Marketing,2015-5,7966
12,Individual,China,Legal,2015-5,19136
937,Company,Brazil,Human Resources,2015-5,18848
501,Individual,Philippines,Marketing,2015-5,1948
61,Company,Philippines,Marketing,2015-5,7636
967,Individual,Indonesia,Research and Development,2015-5,1773
278,Individual,Namibia,Marketing,2015-5,5061
809,Company,Philippines,Services,2015-5,18437
256,Company,Indonesia,Research and Development,2015-6,10029
420,Individual,Indonesia,Services,2015-6,6189
616,Individual,Russia,Accounting,2015-6,18354
342,Individual,China,Services,2015-6,19265
158,Company,Brunei,Research and Development,2015-6,3951
867,Company,Thailand,Accounting,2015-6,12426
617,Individual,Chile,Business Development,2015-6,10773
634,Company,Mexico,Business Development,2015-6,11786
236,Individual,China,Services,2015-6,19146
875,Individual,China,Engineering,2015-6,15287
228,Company,China,Business Development,2015-6,17751
741,Company,China,Services,2015-6,15210
991,Company,Poland,Marketing,2015-6,5437
61,Company,Philippines,Marketing,2015-6,6295
567,Company,Vietnam,Human Resources,2015-6,2858
635,Individual,Czech Republic,Sales,2015-6,17721
976,Individual,Indonesia,Training,2015-6,788
358,Company,Japan,Research and Development,2015-6,4274
317,Company,Philippines,Accounting,2015-6,14272
748,Company,Venezuela,Product Management,2015-6,9726
817,Individual,Honduras,Research and Development,2015-6,4118
781,Company,Yemen,Engineering,2015-6,18437
887,Individual,China,Marketing,2015-6,19127
456,Individual,China,Research and Development,2015-6,7845
471,Individual,Portugal,Services,2015-6,11633
970,Company,Argentina,Legal,2015-6,14478
164,Individual,Thailand,Training,2015-6,18146
702,Company,Sweden,Marketing,2015-6,12449
195,Company,United States,Product Management,2015-6,10937
47,Company,United States,Training,2015-6,3530
419,Individual,Indonesia,Business Development,2015-6,15951
806,Company,China,Legal,2015-6,7783
587,Individual,China,Sales,2015-6,15189
780,Individual,Indonesia,Business Development,2015-6,2299
566,Individual,Peru,Legal,2015-6,14324
979,Individual,Jamaica,Engineering,2015-6,3168
433,Individual,Canada,Research and Development,2015-6,15713
941,Individual,Denmark,Human Resources,2015-6,10469
697,Individual,Iran,Engineering,2015-6,11616
696,Individual,Russia,Human Resources,2015-6,16392
639,Individual,Finland,Legal,2015-6,10662
454,Individual,Peru,Product Management,2015-6,4011
237,Individual,Honduras,Services,2015-6,5749
133,Company,Brazil,Sales,2015-6,19121
886,Company,Kazakhstan,Support,2015-6,19124
876,Company,Cape Verde,Services,2015-6,17527
258,Individual,Laos,Marketing,2015-6,12741
562,Individual,Belarus,Research and Development,2015-6,5702
416,Company,North Korea,Training,2015-6,16818
474,Company,Azerbaijan,Research and Development,2015-6,12171
819,Company,Thailand,Legal,2015-6,19128
66,Company,China,Marketing,2015-6,14355
614,Individual,United States,Product Management,2015-6,6542
338,Individual,Niger,Sales,2015-6,11165
108,Company,China,Legal,2015-6,4812
247,Individual,Brazil,Human Resources,2015-6,4092
943,Individual,China,Human Resources,2015-6,1790
169,Individual,Argentina,Human Resources,2015-6,3374
966,Company,China,Human Resources,2015-6,10205
590,Company,China,Human Resources,2015-6,6258
20,Individual,Armenia,Services,2015-6,15153
44,Individual,Paraguay,Human Resources,2015-6,14673
561,Individual,Indonesia,Sales,2015-6,2395
778,Individual,China,Human Resources,2015-6,8435
373,Company,Sweden,Legal,2015-6,18722
640,Company,Colombia,Support,2015-6,16031
436,Company,Portugal,Research and Development,2015-6,4483
996,Company,Indonesia,Legal,2015-6,18801
357,Individual,France,Sales,2015-6,18039
820,Company,United States,Accounting,2015-6,9574
709,Company,Lebanon,Business Development,2015-6,574
804,Company,China,Human Resources,2015-6,8775
294,Individual,China,Legal,2015-6,16876
336,Individual,Israel,Business Development,2015-6,11580
896,Company,Philippines,Accounting,2015-6,10442
984,Company,Sweden,Services,2015-6,7777
310,Company,Indonesia,Product Management,2015-6,5276
717,Company,Bangladesh,Sales,2015-6,6855
954,Individual,Armenia,Accounting,2015-6,5723
41,Company,Brazil,Marketing,2015-6,9730
563,Individual,China,Sales,2015-6,5426
318,Company,Colombia,Human Resources,2015-6,18089
638,Company,Colombia,Support,2015-6,16974
129,Individual,Vietnam,Engineering,2015-6,19558
924,Company,Armenia,Marketing,2015-6,11398
59,Company,Kazakhstan,Services,2015-6,2653
418,Individual,Philippines,Accounting,2015-6,13908
791,Company,Vietnam,Marketing,2015-6,19451
942,Individual,Indonesia,Services,2015-6,8827
38,Individual,Philippines,Sales,2015-6,13617
565,Individual,Portugal,Services,2015-6,9888
588,Company,France,Product Management,2015-6,8222
434,Company,China,Sales,2015-6,12753
738,Individual,Sweden,Product Management,2015-6,19104
472,Individual,Canada,Product Management,2015-6,17979
153,Company,Poland,Research and Development,2015-6,12432
311,Individual,France,Marketing,2015-6,13544
